hospital_name,city,state,star_rating,drg_description,hospital_price,national_avg_price,total_savings
"NS/LIJ HS HUNTINGTON HOSPITAL",HUNTINGTON,NY,5,"TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC",17605.692308,21550.53,3944.84
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC",12514.1,16457.75,3943.65
"AVERA HEART HOSPITAL OF SOUTH DAKOTA","SIOUX FALLS",SD,5,"PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE",8678.5333333,12618.26,3939.73
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC",15390.65625,19330.12,3939.47
"CHRIST HOSPITAL",CINCINNATI,OH,5,"INTERSTITIAL LUNG DISEASE WITH MCC",15197.411765,19136.61,3939.2
"MERCY GILBERT MEDICAL CENTER",GILBERT,AZ,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC",21269.333333,25207.74,3938.4
"WELLSPAN EVANGELICAL COMMUNITY HOSPITAL",LEWISBURG,PA,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",10303.181818,14240.94,3937.76
"PARDEE HOSPITAL HENDERSON COUNTY",HENDERSONVILLE,NC,5,"DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC",8531.6666667,12469.26,3937.59
"HOUSTON METHODIST WILLOWBROOK HOSPITAL",HOUSTON,TX,5,"MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC",17587,21518.92,3931.92
"METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL","OLIVE BRANCH",MS,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",13306.745098,17235.46,3928.71
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC",18238.439024,22166.09,3927.65
"BELLEVUE MEDICAL CENTER",BELLEVUE,NE,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",8152.1538462,12078.21,3926.05
"WELLSPAN GOOD SAMARITAN HOSPITAL",LEBANON,PA,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC",21283,25207.74,3924.74
"OKLAHOMA HEART HOSPITAL, LLC","OKLAHOMA CITY",OK,5,"PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC",12391.047619,16314.41,3923.36
"EVERGREENHEALTH MEDICAL CENTER",KIRKLAND,WA,5,"PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC",14647.137931,18569.71,3922.57
"AURORA MEDICAL CENTER",GRAFTON,WI,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",10180.321429,14102.78,3922.46
"ADVOCATE SHERMAN HOSPITAL",ELGIN,IL,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC",14489.285714,18411.4,3922.11
"PAOLI HOSPITAL",PAOLI,PA,5,"REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC",19565,23486.03,3921.03
"THEDACARE REGIONAL MED CTR - NEENAH",NEENAH,WI,5,PSYCHOSES,9536.34375,13456.93,3920.59
"HOUSTON METHODIST WILLOWBROOK HOSPITAL",HOUSTON,TX,5,"HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC",21185.272727,25105.81,3920.54
"AURORA MEDICAL CENTER",GRAFTON,WI,5,"RENAL FAILURE WITH MCC",9302.6111111,13222.39,3919.78
"CHI HEALTH LAKESIDE",OMAHA,NE,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O",23202.0625,27120.45,3918.38
"PELHAM MEDICAL CENTER",GREER,SC,5,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",7856.8181818,11773.26,3916.44
"MOUNT PLEASANT HOSPITAL","MOUNT PLEASANT",SC,5,"HEART FAILURE AND SHOCK WITH MCC",7632.6712329,11548.46,3915.79
"BAPTIST HEALTH PADUCAH",PADUCAH,KY,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC",13842.241379,17757.56,3915.32
"BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING",IRVING,TX,5,"OTHER VASCULAR PROCEDURES WITH MCC",28314.086957,32227.02,3912.93
"NORTHWESTERN LAKE FOREST HOSPITAL","LAKE FOREST",IL,5,"COAGULATION DISORDERS",13307.230769,17217.02,3909.79
"AVERA HEART HOSPITAL OF SOUTH DAKOTA","SIOUX FALLS",SD,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",10331.369565,14240.94,3909.57
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"CONNECTIVE TISSUE DISORDERS WITH MCC",30560.230769,34469.5,3909.27
"CHI HEALTH LAKESIDE",OMAHA,NE,5,"MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC",12549.444444,16457.75,3908.31
"TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN",ALLEN,TX,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",13327.25,17235.46,3908.21
"BELLEVUE MEDICAL CENTER",BELLEVUE,NE,5,"HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC",14107.16129,18015.32,3908.16
"HOUSTON METHODIST WILLOWBROOK HOSPITAL",HOUSTON,TX,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC",21300.833333,25207.74,3906.9
"VIERA HOSPITAL",MELBOURNE,FL,5,"REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC",19581.416667,23486.03,3904.61
"HOUSTON METHODIST THE WOODLANDS HOSPITAL","THE WOODLANDS",TX,5,"GASTROINTESTINAL HEMORRHAGE WITH MCC",11957.435897,15860.1,3902.67
"CHRIST HOSPITAL",CINCINNATI,OH,5,"BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC",15060.916667,18962.13,3901.22
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"DISORDERS OF THE BILIARY TRACT WITH MCC",12743.1875,16644.29,3901.1
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC",44167.75,48068.21,3900.46
"CRYSTAL CLINIC ORTHOPAEDIC CENTER",AKRON,OH,5,"REVISION OF HIP OR KNEE REPLACEMENT WITH CC",25461.3,29360.4,3899.1
"OKLAHOMA HEART HOSPITAL, LLC","OKLAHOMA CITY",OK,5,"CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC",11545.545455,15443.97,3898.42
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"RESPIRATORY NEOPLASMS WITH MCC",12653.885714,16549.96,3896.07
"PELHAM MEDICAL CENTER",GREER,SC,5,"HEART FAILURE AND SHOCK WITH MCC",7653.0217391,11548.46,3895.44
"MERCYONE DUBUQUE MEDICAL CENTER",DUBUQUE,IA,5,"PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC",16094.454545,19989.4,3894.95
"CLEVELAND CLINIC AVON HOSPITAL",AVON,OH,5,"PERIPHERAL VASCULAR DISORDERS WITH CC",6087.5384615,9980.1,3892.56
"BAPTIST HEALTH PADUCAH",PADUCAH,KY,5,"PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE",8727.375,12618.26,3890.89
"BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS","MARBLE FALLS",TX,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",13344.703704,17235.46,3890.75
"CLEVELAND CLINIC AVON HOSPITAL",AVON,OH,5,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",7882.8148148,11773.26,3890.45
"AURORA MEDICAL CENTER SHEBOYGAN COUNTY",SHEBOYGAN,WI,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",10212.5625,14102.78,3890.22
"MERCYONE DUBUQUE MEDICAL CENTER",DUBUQUE,IA,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",13345.66879,17235.46,3889.79
"EAST COOPER MEDICAL CENTER","MOUNT PLEASANT",SC,5,"PULMONARY EDEMA AND RESPIRATORY FAILURE",7531.9090909,11421.02,3889.11
"THE HEART HOSPITAL BAYLOR DENTON",DENTON,TX,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC",13281.625,17170.33,3888.71
"WAKEMED, CARY HOSPITAL",CARY,NC,5,"MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC",11852.947368,15741.45,3888.5
"UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE","LA GRANGE",IL,5,"MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC",36965.363636,40853.72,3888.36
"LAKEVIEW HOSPITAL",BOUNTIFUL,UT,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",13352.653846,17235.46,3882.8
"EVERGREENHEALTH MEDICAL CENTER",KIRKLAND,WA,5,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC",21761.5,25637.33,3875.83
"OKLAHOMA HEART HOSPITAL, LLC","OKLAHOMA CITY",OK,5,"HEART FAILURE AND SHOCK WITH MCC",7674.5457746,11548.46,3873.92
"BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO",PLANO,TX,5,"PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC",24039.208226,27912.61,3873.4
"THEDACARE REGIONAL MED CTR - NEENAH",NEENAH,WI,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",10229.714286,14102.78,3873.07
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC",13566.985714,17437.18,3870.19
"SENTARA MARTHA JEFFERSON HOSPITAL",CHARLOTTESVILLE,VA,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",10370.866071,14240.94,3870.08
"Adventhealth Zephyrhills",ZEPHYRHILLS,FL,5,"DIABETES WITH MCC",9186.9375,13056.04,3869.11
"PAOLI HOSPITAL",PAOLI,PA,5,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",6514.1818182,10382.77,3868.59
"ASCENSION  SETON HAYS",KYLE,TX,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC",13569.347826,17437.18,3867.83
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC",13302.586957,17170.33,3867.75
"REX HOSPITAL",RALEIGH,NC,5,"OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC",13248.857143,17115.25,3866.39
"AURORA MEDICAL CENTER",GRAFTON,WI,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",10375.090909,14240.94,3865.85
"NORTHERN WESTCHESTER HOSPITAL","MOUNT KISCO",NY,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O",23255,27120.45,3865.45
"FAIRVIEW HOSPITAL",CLEVELAND,OH,5,"PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC",16125.08,19989.4,3864.32
"VIRGINIA HOSPITAL CENTER",ARLINGTON,VA,5,"ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC",52336.263158,56199.23,3862.96
"PARDEE HOSPITAL HENDERSON COUNTY",HENDERSONVILLE,NC,5,"HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC",14152.657895,18015.32,3862.66
"REX HOSPITAL",RALEIGH,NC,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITHOUT MCC",12883.321429,16743.75,3860.43
"ST LUKES MAGIC VALLEY MEDICAL CENTER","TWIN FALLS",ID,5,"SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC",29020.625,32880.84,3860.21
"REX HOSPITAL",RALEIGH,NC,5,"POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC",7092.6666667,10951.69,3859.02
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC",11782.65625,15641.04,3858.38
"ADVENTHEALTH FISH MEMORIAL","ORANGE CITY",FL,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",10246.294118,14102.78,3856.49
"METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL","OLIVE BRANCH",MS,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",12131.461538,15986.29,3854.83
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC",11887.041667,15741.45,3854.41
"BELLEVUE MEDICAL CENTER",BELLEVUE,NE,5,"REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC",19631.88,23486.03,3854.15
"OKLAHOMA HEART HOSPITAL SOUTH, LLC","OKLAHOMA CITY",OK,5,"HEART FAILURE AND SHOCK WITH MCC",7695.408377,11548.46,3853.05
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC",19626.590909,23476.33,3849.74
"NEWTON-WELLESLEY HOSPITAL",NEWTON,MA,5,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",14094.857143,17942.92,3848.07
"POUDRE VALLEY HOSPITAL","FORT COLLINS",CO,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",39218.030303,43065.94,3847.91
"THEDACARE REGIONAL MED CTR - NEENAH",NEENAH,WI,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC",13590.809524,17437.18,3846.37
"FAIRVIEW HOSPITAL",CLEVELAND,OH,5,"OTHER VASCULAR PROCEDURES WITH CC",20104.375,23950.11,3845.73
"METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL","OLIVE BRANCH",MS,5,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC",12064.285714,15909.82,3845.53
"OKLAHOMA HEART HOSPITAL, LLC","OKLAHOMA CITY",OK,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",12141.705882,15986.29,3844.58
"NORTHWESTERN MEDICINE MCHENRY",MCHENRY,IL,5,"MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO",9591.4545455,13435.85,3844.39
"WELLSPAN EVANGELICAL COMMUNITY HOSPITAL",LEWISBURG,PA,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",10258.409091,14102.78,3844.37
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",15712.051282,19556.31,3844.26
"CHRIST HOSPITAL",CINCINNATI,OH,5,"PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC",24072.733333,27912.61,3839.88
"VIRGINIA HOSPITAL CENTER",ARLINGTON,VA,5,"CERVICAL SPINAL FUSION WITH CC",23206.25,27044.37,3838.12
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"GASTROINTESTINAL OBSTRUCTION WITH MCC",9987.8571429,13824.8,3836.95
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",13399.694245,17235.46,3835.76
"VIRGINIA HOSPITAL CENTER",ARLINGTON,VA,5,"MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC",12107.727273,15942.49,3834.77
"HOUSTON METHODIST THE WOODLANDS HOSPITAL","THE WOODLANDS",TX,5,"OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC",14390.666667,18221.58,3830.92
"MCKAY-DEE HOSPITAL",OGDEN,UT,5,"POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC",11810.181818,15641.04,3830.85
"CHI HEALTH LAKESIDE",OMAHA,NE,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",10410.604167,14240.94,3830.34
"SAINT LUKE'S SOUTH HOSPITAL","OVERLAND PARK",KS,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",13405.415254,17235.46,3830.04
"BAPTIST HEALTH PADUCAH",PADUCAH,KY,5,"EXTRACRANIAL PROCEDURES WITH CC",10550.307692,14380.11,3829.8
"HOUSTON METHODIST HOSPITAL",HOUSTON,TX,5,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",22823.407407,26653.08,3829.67
"VIERA HOSPITAL",MELBOURNE,FL,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",12157.617978,15986.29,3828.67
"HOUSTON METHODIST THE WOODLANDS HOSPITAL","THE WOODLANDS",TX,5,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC",12083.733333,15909.82,3826.08
"WELLSPAN EVANGELICAL COMMUNITY HOSPITAL",LEWISBURG,PA,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",13409.818182,17235.46,3825.64
"PELHAM MEDICAL CENTER",GREER,SC,5,"SIMPLE PNEUMONIA AND PLEURISY WITH MCC",7701.8571429,11526.67,3824.81
"ST DAVID'S MEDICAL CENTER",AUSTIN,TX,5,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",15732.173684,19556.31,3824.14
"FAIRVIEW HOSPITAL",CLEVELAND,OH,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",39244.913043,43065.94,3821.03
"BAPTIST HEALTH PADUCAH",PADUCAH,KY,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC",13618.333333,17437.18,3818.84
"BELLIN MEMORIAL HOSPITAL","GREEN BAY",WI,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC",13939,17757.56,3818.56
"ST ELIZABETH DEARBORN HOSPITAL",LAWRENCEBURG,IN,5,"MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC",12639.333333,16457.75,3818.42
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC",10141.416667,13956.17,3814.75
"NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL",GENEVA,IL,5,"MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC",17704.888889,21518.92,3814.03
"CHI HEALTH LAKESIDE",OMAHA,NE,5,"GASTROINTESTINAL HEMORRHAGE WITH MCC",12046.117647,15860.1,3813.99
"OCONOMOWOC MEMORIAL HOSPITAL",OCONOMOWOC,WI,5,"MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC",12645.5,16457.75,3812.25
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",12175.994444,15986.29,3810.29
"SAINT LUKE'S SOUTH HOSPITAL","OVERLAND PARK",KS,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC",13948.92,17757.56,3808.64
"ASCENSION  SETON HAYS",KYLE,TX,5,"OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC",15690.272727,19497.64,3807.36
"WAUKESHA MEMORIAL HOSPITAL",WAUKESHA,WI,5,"POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC",11834.588235,15641.04,3806.45
"REX HOSPITAL",RALEIGH,NC,5,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",17723.533333,21526.33,3802.79
"MERCYONE DUBUQUE MEDICAL CENTER",DUBUQUE,IA,5,PSYCHOSES,9654.5073529,13456.93,3802.43
"FAIRVIEW HOSPITAL",CLEVELAND,OH,5,"MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC",17718.638554,21518.92,3800.28
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC",11451.578947,15251.29,3799.71
"UCHEALTH HIGHLANDS RANCH HOSPITAL","HIGHLANDS RANCH",CO,5,"GASTROINTESTINAL HEMORRHAGE WITH MCC",12061.692308,15860.1,3798.41
"ASCENSION  SETON HAYS",KYLE,TX,5,"MAJOR CHEST TRAUMA WITH MCC",11934.833333,15732.8,3797.97
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"MEDICAL BACK PROBLEMS WITH MCC",11734.703704,15531.61,3796.91
"HOUSTON METHODIST THE WOODLANDS HOSPITAL","THE WOODLANDS",TX,5,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",15760.666667,19556.31,3795.64
"REX HOSPITAL",RALEIGH,NC,5,"COAGULATION DISORDERS",13421.653846,17217.02,3795.36
"SPECTRUM HEALTH","GRAND RAPIDS",MI,5,"AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC",33642.214286,37436.82,3794.61
"ORLANDO HEALTH ROCKLEDGE HOSPITAL",ROCKLEDGE,FL,5,"PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC",16195.705882,19989.4,3793.69
"INOVA FAIR OAKS HOSPITAL",FAIRFAX,VA,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC",13643.571429,17437.18,3793.61
"INTERMOUNTAIN MEDICAL CENTER",MURRAY,UT,5,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC",21844.285714,25637.33,3793.05
"INTERMOUNTAIN HEALTH UTAH VALLEY HOSPITAL",PROVO,UT,5,"PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC",25895.411765,29683.49,3788.08
"WAKEMED, CARY HOSPITAL",CARY,NC,5,"RED BLOOD CELL DISORDERS WITH MCC",9327.6956522,13115.62,3787.93
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC",15198.5,18984.14,3785.64
"HOUSTON METHODIST BAYTOWN HOSPITAL",BAYTOWN,TX,5,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC",12125.466667,15909.82,3784.35
"MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","EAU CLAIRE",WI,5,"AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC",33653.125,37436.82,3783.7
"M HEALTH FAIRVIEW WOODWINDS HOSPITAL",WOODBURY,MN,5,"REVISION OF HIP OR KNEE REPLACEMENT WITH CC",25577.689655,29360.4,3782.71
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC",12676.542857,16457.75,3781.21
"MEDINA HOSPITAL",MEDINA,OH,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",10322.40625,14102.78,3780.38
"BELLEVUE MEDICAL CENTER",BELLEVUE,NE,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",10461,14240.94,3779.94
"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,5,"MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO",22121.333333,25900.94,3779.6
LMH,LAWRENCE,KS,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC",14636.428571,18411.4,3774.97
"Adventhealth Zephyrhills",ZEPHYRHILLS,FL,5,"HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC",14241.25,18015.32,3774.07
"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS",ENCINITAS,CA,5,"PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC",14796.047619,18569.71,3773.66
"SAINT LUKE'S SOUTH HOSPITAL","OVERLAND PARK",KS,5,"PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE",8846,12618.26,3772.26
"PARDEE HOSPITAL HENDERSON COUNTY",HENDERSONVILLE,NC,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC",13986.225,17757.56,3771.34
"CHI HEALTH LAKESIDE",OMAHA,NE,5,"HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC",14244,18015.32,3771.32
"NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL",WINFIELD,IL,5,"OTHER VASCULAR PROCEDURES WITH CC",20178.916667,23950.11,3771.19
"REX HOSPITAL",RALEIGH,NC,5,"CAROTID ARTERY STENT PROCEDURES WITH CC",15839.545455,19609.26,3769.71
"Adventhealth Zephyrhills",ZEPHYRHILLS,FL,5,"GASTROINTESTINAL HEMORRHAGE WITH MCC",12092.157895,15860.1,3767.95
"SENTARA MARTHA JEFFERSON HOSPITAL",CHARLOTTESVILLE,VA,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",8310.3076923,12078.21,3767.9
"NS/LIJ HS HUNTINGTON HOSPITAL",HUNTINGTON,NY,5,"COAGULATION DISORDERS",13453.96875,17217.02,3763.05
"NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL",WINFIELD,IL,5,"CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC",10196.8,13956.17,3759.37
"NEW YORK-PRESBYTERIAN HOSPITAL","NEW YORK",NY,5,"CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC",17637,21395.51,3758.51
